date,Ice Harbor Daily Streamflows (unit:cfs),Lower Monumental (unit:cfs),Little Goose (unit:cfs),Lower Granite (unit:cfs)
1978-02-07,46255,46096,41869,42689
1978-02-08,48441,48145,43024,43994
1978-02-09,51673,51648,47190,46932
1978-02-10,48447,48800,45046,44304
1978-02-11,45937,46349,43118,42187
1978-02-12,42266,43348,40451,39448
1978-02-13,37602,39357,36814,36162
1978-02-14,36118,38107,35824,35512
1978-02-15,34238,35966,33784,33449
1978-02-16,34387,35941,33855,33614
1978-02-17,32007,34000,32027,31755
1978-02-18,34290,36400,34510,34300
1978-02-19,38460,40431,38557,38577
1978-02-20,36905,38585,36550,36752
1978-02-21,41272,42766,40771,41057
1978-02-22,39656,40786,38900,38664
1978-02-23,36373,36957,35115,35308
1978-02-24,37732,37772,35940,36374
1978-02-25,40682,40582,38655,39559
1978-02-26,47981,48175,45973,46860
1978-02-27,51159,51796,49264,49796
1978-02-28,49783,50975,48372,47960
1978-03-01,53480,54283,51840,51344
1978-03-02,48365,48591,46282,45724
1978-03-03,42975,43244,41200,40710
1978-03-04,39014,39527,37641,37627
1978-03-05,39789,40312,38407,38855
1978-03-06,42970,43697,41616,42326
1978-03-07,42499,43658,41685,41594
1978-03-08,42703,43703,41851,42571
1978-03-09,52455,52952,50570,52686
1978-03-10,57494,57477,54527,54982
1978-03-11,54246,54197,51437,50889
1978-03-12,54895,55152,52528,52350
1978-03-13,53873,54418,51823,51313
1978-03-14,50942,51864,49344,48600
1978-03-15,46626,47920,45498,44963
1978-03-16,46646,47318,45099,44725
1978-03-17,45827,45425,43325,43219
1978-03-18,46482,46040,44064,44569
1978-03-19,50990,50553,48574,49447
1978-03-20,53358,53057,51017,51872
1978-03-21,55591,55782,53700,54581
1978-03-22,58940,59446,57321,58320
1978-03-23,65744,66379,64176,65535
1978-03-24,74002,73880,71544,72618
1978-03-25,74784,74304,71906,71682
1978-03-26,76544,77053,74765,74506
1978-03-27,75420,76885,74668,75180
1978-03-28,83000,84300,82102,83263
1978-03-29,89517,90554,88329,89885
1978-03-30,98969,99579,97266,98985
1978-03-31,108820,109156,106815,108240
1978-04-01,116148,116869,114598,115812
1978-04-02,120052,120938,117997,117797
1978-04-03,113229,114839,111983,110317
1978-04-04,104493,106085,103647,101648
1978-04-05,97119,98169,95900,94566
1978-04-06,90021,91250,89006,88387
1978-04-07,85200,86958,84883,84615
1978-04-08,80525,82621,80296,79845
1978-04-09,79529,81484,79459,79037
1978-04-10,73942,75660,73873,73740
1978-04-11,77507,78922,77277,77481
1978-04-12,79436,80407,78832,78839
1978-04-13,76082,76619,75124,74800
1978-04-14,80708,81171,79734,79514
1978-04-15,82879,83245,81846,81707
1978-04-16,79124,79623,78161,78287
1978-04-17,82720,83574,82027,82185
1978-04-18,79189,80004,78467,77829
1978-04-19,73096,73923,72592,72202
1978-04-20,72413,73386,72120,72468
1978-04-21,70581,71159,69925,70154
1978-04-22,67256,67436,66215,66243
1978-04-23,67655,67158,65956,66208
1978-04-24,66293,65639,64512,64192
1978-04-25,62131,61996,60891,60955
1978-04-26,65382,64722,63548,65296
1978-04-27,91778,90207,88836,94890
1978-04-28,105105,103457,101755,103558
1978-04-29,107156,105267,102989,102161
1978-04-30,99867,97627,95400,94974
1978-05-01,115095,113497,111908,111866
1978-05-02,114896,113831,112405,112158
1978-05-03,112538,111908,110625,110078
1978-05-04,112384,111802,110599,109633
1978-05-05,103912,103239,102111,100863
1978-05-06,96810,96244,95179,93874
1978-05-07,89991,89313,88324,87367
1978-05-08,84746,83732,82802,82382
1978-05-09,84877,84008,83106,83403
1978-05-10,93659,92882,91985,93521
1978-05-11,109705,108302,107390,109039
1978-05-12,111328,109809,108918,108543
1978-05-13,109465,108135,107251,106629
1978-05-14,108309,107237,106295,106763
1978-05-15,116822,115721,114672,116741
1978-05-16,127527,126591,125470,126719
1978-05-17,128706,128102,126835,125875
1978-05-18,126951,126288,124845,123232
1978-05-19,114288,114001,112700,111772
1978-05-20,113378,113681,112499,112486
1978-05-21,120986,121546,120419,121148
1978-05-22,125649,126438,125356,126731
1978-05-23,126879,128036,127000,127345
1978-05-24,127302,128465,127468,127141
1978-05-25,119344,120340,119428,118533
1978-05-26,112065,112851,111984,110547
1978-05-27,103730,104349,103496,102462
1978-05-28,98571,99342,98526,98092
1978-05-29,100460,101032,100247,100952
1978-05-30,102143,102373,101624,101180
1978-05-31,96359,96189,95472,94868
1978-06-01,100576,99841,99251,99187
1978-06-02,104064,102250,101682,101792
1978-06-03,110937,108380,107826,109027
1978-06-04,122233,119715,119165,121292
1978-06-05,139164,136711,136169,138430
1978-06-06,151647,149707,149181,151180
1978-06-07,163078,161561,161047,162266
1978-06-08,168257,166652,166153,166680
1978-06-09,166644,164850,164377,164172
1978-06-10,160065,158542,158085,157172
1978-06-11,147544,146269,145847,144200
1978-06-12,131034,130466,130053,128015
1978-06-13,120058,120424,120024,119023
1978-06-14,117461,117937,117535,117448
1978-06-15,118251,118704,118337,118011
1978-06-16,112306,112381,112022,110842
1978-06-17,103649,103555,103216,102179
1978-06-18,98027,98293,97966,97541
1978-06-19,99674,100241,99931,100109
1978-06-20,97113,97687,97395,97222
1978-06-21,94635,95372,95100,94950
1978-06-22,95049,95938,95674,95638
1978-06-23,96266,96878,96600,96840
1978-06-24,96569,97213,96914,97090
1978-06-25,98740,99644,99345,99875
1978-06-26,96830,97955,97669,96821
1978-06-27,85199,86637,86383,84733
1978-06-28,80876,81804,81559,81057
1978-06-29,82861,83305,83049,83381
1978-06-30,81806,82478,82215,82144
1978-07-01,84092,84293,84031,83813
1978-07-02,81233,81168,80886,80389
1978-07-03,76905,77389,77066,77028
1978-07-04,80693,81692,81382,82600
1978-07-05,83886,84496,84167,83916
1978-07-06,76942,77196,76876,75667
1978-07-07,72010,71870,71566,71049
1978-07-08,71399,71495,70540,70548
1978-07-09,68075,69024,68615,68492
1978-07-10,68057,68989,68657,68123
1978-07-11,63546,65416,65111,64081
1978-07-12,59671,62117,61812,60748
1978-07-13,56045,57625,57326,56382
1978-07-14,55763,56644,56360,55763
1978-07-15,53350,54510,54241,53801
1978-07-16,51445,53055,52783,52351
1978-07-17,51108,53213,52951,52591
1978-07-18,45015,47971,47722,47149
1978-07-19,46586,48503,48262,47654
1978-07-20,44207,45475,45240,44567
1978-07-21,41229,42497,42266,41894
1978-07-22,42308,43220,42997,42863
1978-07-23,39060,40074,39861,39300
1978-07-24,36662,38045,37842,37587
1978-07-25,36189,38277,38083,37991
1978-07-26,35159,36955,36767,36365
1978-07-27,33895,35056,34871,34519
1978-07-28,33331,33627,33447,33233
1978-07-29,35036,35749,35569,35650
1978-07-30,33977,35240,35062,34902
1978-07-31,32417,33147,32970,32736
1978-08-01,28037,29013,28877,28853
1978-08-02,28588,29589,29453,29323
1978-08-03,31278,31841,31710,31407
1978-08-04,33544,33495,33371,33233
1978-08-05,32274,32503,32382,32331
1978-08-06,31184,31958,31835,31566
1978-08-07,28719,29694,29567,29238
1978-08-08,29017,30249,30123,30660
1978-08-09,31790,32512,32388,32058
1978-08-10,29622,29881,29760,29435
1978-08-11,28933,28855,28736,28736
1978-08-12,27021,27377,27252,27464
1978-08-13,27697,28294,28160,28157
1978-08-14,27953,28486,28348,28864
1978-08-15,27944,28775,28632,29011
1978-08-16,29316,29636,29480,29754
1978-08-17,30004,29501,29349,29565
1978-08-18,29583,28735,28584,28468
1978-08-19,30045,29743,29598,29549
1978-08-20,29228,29337,29174,28860
1978-08-21,25807,26059,25884,25555
1978-08-22,24740,24981,24795,25226
1978-08-23,24402,24193,24000,23873
1978-08-24,23219,22275,22090,21844
1978-08-25,23005,21605,21421,21359
1978-08-26,24128,23067,22882,22965
1978-08-27,23524,23540,23347,22986
1978-08-28,19122,19311,19121,18566
1978-08-29,18962,19066,18882,18967
1978-08-30,18693,19599,19420,19482
1978-08-31,21209,21213,21027,21077
1978-09-01,22585,21340,21169,21039
1978-09-02,24270,23266,23103,23562
1978-09-03,22983,22412,22250,21896
1978-09-04,24196,23669,23518,23300
1978-09-05,23784,23693,23543,23322
1978-09-06,24417,24266,24105,24606
1978-09-07,23133,22452,22257,22605
1978-09-08,23904,22650,22416,23854
1978-09-09,29694,27524,27317,28130
1978-09-10,29474,28376,28176,27701
1978-09-11,24981,25401,25200,24846
1978-09-12,25278,26040,25845,26152
1978-09-13,26152,27178,26968,27010
1978-09-14,27627,28260,28060,28166
1978-09-15,27045,26529,26343,26215
1978-09-16,25703,24588,24412,24422
1978-09-17,27399,26689,26497,26411
1978-09-18,24789,25037,24845,24053
1978-09-19,25025,26207,26022,25954
1978-09-20,22811,23406,23227,23122
1978-09-21,23683,23816,23637,23679
1978-09-22,22925,23045,22865,22955
1978-09-23,22771,22324,22141,22118
1978-09-24,22796,22684,22495,22470
1978-09-25,22732,23625,23436,23473
1978-09-26,21900,23779,23597,23489
1978-09-27,21841,24012,23842,23673
1978-09-28,20853,22276,22108,22018
1978-09-29,22155,22797,22625,22632
1978-09-30,23027,24119,23947,23990
1978-10-01,24239,25405,25257,25030
1978-10-02,23339,24782,24633,24470
1978-10-03,20901,23370,23218,23161
1978-10-04,21465,23674,23523,23529
1978-10-05,22304,23679,23530,23347
1978-10-06,22564,22779,22630,22402
1978-10-07,22246,22044,21892,21842
1978-10-08,20245,20845,20693,20865
1978-10-09,18617,19890,19744,19859
1978-10-10,19713,21401,21257,21437
1978-10-11,20584,22233,22091,21926
1978-10-12,19445,20357,20213,20217
1978-10-13,18820,18992,18864,18837
1978-10-14,18774,19085,18949,18980
1978-10-15,17513,18255,18119,18386
1978-10-16,18319,19547,19402,19426
1978-10-17,16354,18212,18065,17950
1978-10-18,18482,19863,19715,19731
1978-10-19,19881,20035,19886,19779
1978-10-20,19297,19016,18871,18707
1978-10-21,18287,18345,18212,18297
1978-10-22,20582,20747,20612,20638
1978-10-23,18990,19688,19546,19518
1978-10-24,18548,19973,19829,19787
1978-10-25,19390,20317,20172,20063
1978-10-26,18863,19374,19230,19209
1978-10-27,18675,19216,19078,18965
1978-10-28,17899,18157,18017,17992
1978-10-29,19553,19982,19828,19870
1978-10-30,17692,18477,18319,18562
1978-10-31,17940,18653,18495,18611
1978-11-01,23470,23800,23648,23610
1978-11-02,22910,22967,22819,22899
1978-11-03,24551,24368,24219,24462
1978-11-04,23590,23653,23493,23528
1978-11-05,25252,25097,24937,24879
1978-11-06,23935,23647,23495,23447
1978-11-07,20808,21997,21845,21717
1978-11-08,20978,22150,21992,22097
1978-11-09,21672,21965,21742,22387
1978-11-10,24522,25041,24865,24663
1978-11-11,20490,21712,21649,21119
1978-11-12,18681,19851,19757,19465
1978-11-13,17374,18392,18254,18173
1978-11-14,17288,18563,18440,18615
1978-11-15,16900,18269,18155,18189
1978-11-16,18009,18737,18535,18578
1978-11-17,20054,19797,19557,19839
1978-11-18,18078,19198,18970,19321
1978-11-19,18076,19871,19640,19571
1978-11-20,17063,17820,17614,17427
1978-11-21,18196,19022,18836,18816
1978-11-22,17620,18336,18140,18131
1978-11-23,17393,17379,17184,17224
1978-11-24,21701,21443,21233,21440
1978-11-25,20806,20716,20482,20248
1978-11-26,19005,19237,19004,18906
1978-11-27,21350,21434,21202,21162
1978-11-28,22768,22320,21948,21860
1978-11-29,20553,20107,19737,19805
1978-11-30,19493,18830,18344,18636
1978-12-01,23838,22518,21683,22073
1978-12-02,23143,22407,21640,21451
1978-12-03,21026,21272,20551,20272
1978-12-04,20337,21141,20362,20327
1978-12-05,19177,20836,19973,20185
1978-12-06,16602,18277,17541,17448
1978-12-07,20037,21373,20807,20438
1978-12-08,18589,19547,18975,18634
1978-12-09,19428,20286,19590,19381
1978-12-10,16951,18679,17980,18297
1978-12-11,18682,20742,19803,20046
1978-12-12,20631,22180,21247,20961
1978-12-13,18447,19617,18811,18745
1978-12-14,19193,20022,19195,19474
1978-12-15,20210,20490,19660,19555
1978-12-16,19254,19765,19010,18906
1978-12-17,22379,23438,22671,22679
1978-12-18,17677,18876,18115,18297
1978-12-19,19116,20546,19842,19891
1978-12-20,18868,20534,19830,19714
1978-12-21,18852,20395,19690,19906
1978-12-22,20636,21834,21144,21366
1978-12-23,18630,19482,18785,18651
1978-12-24,19484,20130,19411,19697
1978-12-25,18032,18942,18207,18152
1978-12-26,19670,20800,20073,19973
1978-12-27,19662,20967,20207,19855
1978-12-28,17606,18760,18087,17942
1978-12-29,17716,17835,17254,17162
1978-12-30,18696,18621,18134,17917
1978-12-31,15803,16345,15883,15664
1979-01-01,15000,15940,15437,15119
1979-01-02,15445,16644,16198,16214
1979-01-03,15036,16060,15632,16051
1979-01-04,16834,17764,17364,17852
1979-01-05,16677,17467,17079,16526
1979-01-06,19101,19506,19129,19447
1979-01-07,19814,20868,20491,20733
1979-01-08,20521,22924,22547,22422
1979-01-09,19818,22351,21955,21912
1979-01-10,22729,24446,23872,23936
1979-01-11,24709,25789,25072,25293
1979-01-12,22998,23867,23118,23387
1979-01-13,12301,13278,12481,13484
1979-01-14,16930,17554,16808,18211
1979-01-15,37297,38288,37552,37626
1979-01-16,32385,34416,33678,32696
1979-01-17,30726,31838,31108,30448
1979-01-18,29540,29171,28460,28198
1979-01-19,30474,29668,28954,28865
1979-01-20,28177,27888,27151,26859
1979-01-21,26260,26863,26079,26082
1979-01-22,24737,25997,25243,25148
1979-01-23,24373,26447,25725,25680
1979-01-24,21878,23850,23124,22909
1979-01-25,25050,25841,25117,25018
1979-01-26,27320,27020,26308,26415
1979-01-27,26927,26882,26173,25998
1979-01-28,23631,24556,23893,23699
1979-01-29,21534,22967,22378,22167
1979-01-30,18696,21332,20836,20773
1979-01-31,19278,22579,22106,22089
1979-02-01,20312,22599,21872,22165
1979-02-02,24142,25349,24625,25059
1979-02-03,26549,27717,26974,27560
1979-02-04,23638,25109,24226,23896
1979-02-05,24863,26385,24111,24068
1979-02-06,26576,28045,24613,24967
1979-02-07,28443,29062,22577,22609
1979-02-08,25928,25483,23399,23693
1979-02-09,27451,25627,22759,23173
1979-02-10,31300,28685,23094,23378
1979-02-11,36691,35000,25689,26283
1979-02-12,40814,39767,28119,29007
1979-02-13,62540,61913,38092,41255
1979-02-14,64318,63935,50361,52107
1979-02-15,64784,64037,56583,55794
1979-02-16,60398,59839,54535,52662
1979-02-17,42257,42404,38155,36607
1979-02-18,42356,43179,39215,38605
1979-02-19,39406,40851,36247,36705
1979-02-20,41901,43724,39827,39332
1979-02-21,36366,37461,34248,33800
1979-02-22,34675,34900,32097,31868
1979-02-23,41338,41208,38696,38409
1979-02-24,46226,46319,43957,43812
1979-02-25,38823,39731,37069,37144
1979-02-26,40007,41302,35742,36562
1979-02-27,53078,54628,47692,48197
1979-02-28,55863,57163,51366,51342
1979-03-01,52208,52828,48294,47891
1979-03-02,46690,46590,42964,42660
1979-03-03,40040,40084,36977,36764
1979-03-04,38217,39055,36203,36236
1979-03-05,41205,42280,37927,38754
1979-03-06,50935,51847,45852,47889
1979-03-07,64731,65568,58455,61229
1979-03-08,70136,71175,63498,64538
1979-03-09,66835,68271,62362,60793
1979-03-10,56673,58358,53775,52986
1979-03-11,51847,53246,49411,49400
1979-03-12,51475,52986,49501,49527
1979-03-13,59890,61863,58466,58859
1979-03-14,56313,58288,54980,55101
1979-03-15,57928,59753,56698,57347
1979-03-16,63624,65257,61887,63192
1979-03-17,67548,68892,64418,64589
1979-03-18,62175,63213,59247,58255
1979-03-19,60227,61078,57773,57133
1979-03-20,52515,53632,50744,50350
1979-03-21,52607,54036,51361,51123
1979-03-22,53958,55428,52881,52762
1979-03-23,53758,55366,52963,52996
1979-03-24,55911,57502,55222,55533
1979-03-25,57508,59470,57214,57386
1979-03-26,58429,60994,58585,58707
1979-03-27,56065,58937,56436,57039
1979-03-28,64094,67065,64280,65683
1979-03-29,67636,69895,66751,66576
1979-03-30,64818,66882,64082,63279
1979-03-31,61712,64642,62135,61298
1979-04-01,44238,47149,45120,44355
1979-04-02,42644,45146,43270,42623
1979-04-03,38421,41052,39208,38726
1979-04-04,43557,45185,43325,43029
1979-04-05,49998,50842,49135,49025
1979-04-06,49669,50584,48805,49013
1979-04-07,54402,55287,52812,53920
1979-04-08,58482,60030,56772,57409
1979-04-09,58020,60054,57034,58502
1979-04-10,57221,58633,55442,55847
1979-04-11,60190,61759,58635,57956
1979-04-12,55899,57891,55132,54710
1979-04-13,58199,59380,56841,56413
1979-04-14,56143,57493,54976,54567
1979-04-15,53756,55900,53563,53383
1979-04-16,53129,55424,53219,53685
1979-04-17,62968,64975,62778,64544
1979-04-18,67994,69540,66826,67510
1979-04-19,70094,71199,68481,67296
1979-04-20,63364,64159,61841,61083
1979-04-21,59732,60550,58530,57937
1979-04-22,57036,57587,55754,55355
1979-04-23,56995,58077,56240,56539
1979-04-24,65351,66959,64936,67109
1979-04-25,70751,71841,69201,69425
1979-04-26,70701,71497,68944,68916
1979-04-27,71610,72492,70074,70796
1979-04-28,76500,77695,75237,76419
1979-04-29,85029,86614,84056,85332
1979-04-30,92754,94820,92136,92931
1979-05-01,93653,95181,92747,92864
1979-05-02,98107,99274,96907,97317
1979-05-03,99735,101509,99312,99387
1979-05-04,99210,101235,99091,100211
1979-05-05,124127,126507,123924,128852
1979-05-06,159396,161673,157141,159883
1979-05-07,137997,140230,134905,130663
1979-05-08,124776,126836,123062,121182
1979-05-09,105627,107098,104214,102214
1979-05-10,98128,99704,97213,95723
1979-05-11,87089,89540,87398,86395
1979-05-12,83064,85486,83592,83207
1979-05-13,83866,85216,83455,83350
1979-05-14,85393,87798,86117,86725
1979-05-15,90046,93493,91798,93179
1979-05-16,106926,110436,108728,111465
1979-05-17,116095,119516,117845,118726
1979-05-18,117119,120407,118842,118418
1979-05-19,117897,120857,119386,119281
1979-05-20,118619,120795,119396,119349
1979-05-21,122619,124863,123517,123960
1979-05-22,126908,129709,128402,129602
1979-05-23,138214,141432,140099,142268
1979-05-24,156535,158552,157130,159388
1979-05-25,162032,162770,161426,161611
1979-05-26,158932,159494,158176,157759
1979-05-27,162152,163197,161906,161579
1979-05-28,151231,152646,151480,149447
1979-05-29,135496,137282,136230,133224
1979-05-30,117130,119546,118604,116143
1979-05-31,104812,106647,105773,103894
1979-06-01,88768,89906,89203,88068
1979-06-02,83002,84448,83790,83408
1979-06-03,84000,85844,85196,85870
1979-06-04,94750,96621,95972,97442
1979-06-05,102062,103808,103185,103825
1979-06-06,105872,107262,106649,105949
1979-06-07,99034,100146,99557,98040
1979-06-08,89878,91108,90572,89049
1979-06-09,78871,80080,79573,78628
1979-06-10,75270,76723,76240,76126
1979-06-11,76275,78313,77854,78501
1979-06-12,81306,83113,82664,83567
1979-06-13,86672,87954,87531,88058
1979-06-14,85900,86866,86461,85670
1979-06-15,83693,84638,84261,82775
1979-06-16,73133,74250,73880,73019
1979-06-17,69348,70681,70252,69956
1979-06-18,63707,65164,64685,64582
1979-06-19,64639,66427,66000,66200
1979-06-20,61404,62788,62375,61810
1979-06-21,58010,58579,58175,57640
1979-06-22,56298,56763,56382,56345
1979-06-23,57090,57366,57019,56833
1979-06-24,55672,56387,56057,55717
1979-06-25,60016,61421,61092,60836
1979-06-26,54495,56165,55875,55369
1979-06-27,53133,54373,54102,53807
1979-06-28,53559,54008,53752,52950
1979-06-29,50932,51207,50969,50445
1979-06-30,48584,49482,49251,49170
1979-07-01,46797,48210,47953,47484
1979-07-02,41615,43184,42913,42292
1979-07-03,36142,37917,37661,37197
1979-07-04,38809,40014,39764,39482
1979-07-05,38575,39025,38765,38214
1979-07-06,36389,36457,36194,36021
1979-07-07,38366,38951,38694,39219
1979-07-08,38058,39421,39174,38539
1979-07-09,33820,35315,35077,34308
1979-07-10,28455,30200,29968,29670
1979-07-11,29424,30592,30365,30423
1979-07-12,28280,28744,28520,28031
1979-07-13,27861,28480,28258,28297
1979-07-14,27110,28310,28092,28032
1979-07-15,25786,27287,27072,26818
1979-07-16,25314,26978,26760,26487
1979-07-17,22551,24511,24298,24137
1979-07-18,23419,24604,24399,24258
1979-07-19,22889,23076,22875,22589
1979-07-20,22785,22692,22492,22451
1979-07-21,22974,23653,23456,23806
1979-07-22,21222,22667,22471,22032
1979-07-23,18694,20521,20326,20231
1979-07-24,19381,21298,21108,21439
1979-07-25,19880,21735,21546,21255
1979-07-26,19547,20800,20614,20563
1979-07-27,20875,20988,20805,20648
1979-07-28,19203,19819,19639,19499
1979-07-29,18958,20591,20415,20777
1979-07-30,17249,19225,19049,18788
1979-07-31,17529,19725,19556,19478
1979-08-01,19759,21565,21435,21388
1979-08-02,20499,21305,21177,21124
1979-08-03,21299,21571,21446,21191
1979-08-04,17124,17466,17339,17261
1979-08-05,17081,17708,17584,17786
1979-08-06,13813,15123,14995,14648
1979-08-07,16379,18064,17939,17974
1979-08-08,14995,16097,15972,15798
1979-08-09,15762,16296,16173,16334
1979-08-10,16409,16918,16797,16689
1979-08-11,15694,16272,16153,16166
1979-08-12,13181,14140,14022,14183
1979-08-13,9194,10696,10575,10603
1979-08-14,9176,10855,10726,12128
1979-08-15,13148,14507,14373,15521
1979-08-16,15546,16312,16177,15938
1979-08-17,15312,15853,15722,15410
1979-08-18,16644,17293,17160,17048
1979-08-19,16713,17158,17019,16890
1979-08-20,15086,15286,15140,15029
1979-08-21,17536,18303,18154,18219
1979-08-22,18696,19291,19131,18779
1979-08-23,18602,18389,18243,17806
1979-08-24,19813,19263,19111,19294
1979-08-25,21465,21065,20911,21076
1979-08-26,20374,20594,20443,20195
1979-08-27,21028,21381,21233,21263
1979-08-28,18576,19278,19128,18988
1979-08-29,17125,18323,18178,18305
1979-08-30,19400,20283,20138,20125
